step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.010,-0.152,-0.042,+0.000,+0.003,+0.051,+0.014,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.002,+0.00,+0.000,+0.0,0,
1,0.270,-0.010,-0.127,-0.042,+0.000,+0.003,+0.042,+0.014,-0.001,-0.004,+0.000,-2.95,+0.00,-9.50,+0.000,+0.301,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.270,-0.009,-0.088,-0.042,+0.000,+0.003,+0.029,+0.014,+0.003,+0.153,+0.002,-2.12,+0.03,-10.17,+0.003,+0.206,1,-0.002,+0.00,+0.000,+0.0,0,
3,0.270,-0.008,-0.037,-0.038,+0.000,+0.003,+0.012,+0.013,-0.001,+0.418,+0.028,-0.67,+0.00,-9.43,+0.000,+0.071,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,-0.004,-0.048,-0.048,+0.000,+0.001,+0.016,+0.016,+0.048,+0.226,+0.146,-0.00,+0.00,-9.56,+0.000,+0.000,1,-0.001,+0.00,+0.000,+0.0,0,
5,0.270,+0.005,-0.061,-0.007,+0.000,-0.002,+0.020,+0.002,+0.023,+0.086,+0.130,-0.01,+0.00,-9.84,+0.000,+0.001,1,+0.023,+0.00,+0.025,+0.0,0,
6,0.271,+0.003,-0.050,-0.001,+0.001,-0.001,+0.017,+0.000,-0.001,+0.167,+0.069,-0.02,-0.00,-10.04,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.274,+0.004,-0.049,+0.004,+0.009,-0.001,+0.016,-0.001,-0.006,+0.144,-0.016,-0.02,-0.00,-10.11,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.275,+0.003,-0.048,+0.004,+0.010,-0.001,+0.016,-0.001,-0.005,+0.136,-0.021,-0.03,-0.00,-10.20,-0.000,+0.003,1,-0.001,+0.00,+0.000,+0.0,0,
9,0.276,+0.004,-0.047,+0.007,+0.011,-0.001,+0.016,-0.002,-0.005,+0.136,-0.016,-0.03,-0.00,-10.25,-0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
10,0.270,+0.001,-0.045,+0.000,+0.000,-0.000,+0.015,-0.000,-0.006,+0.131,-0.008,-0.04,-0.00,-10.34,-0.000,+0.004,1,-0.003,+0.00,+0.000,+0.0,0,
11,0.278,+0.003,-0.035,+0.006,+0.017,-0.001,+0.012,-0.002,-0.001,+0.122,-0.006,-1.03,-0.01,-9.80,-0.001,+0.104,1,-0.001,+0.00,+0.000,+0.0,0,
12,0.279,+0.001,-0.031,+0.000,+0.018,-0.000,+0.010,-0.000,-0.002,+0.115,-0.001,-0.59,-0.00,-10.09,-0.000,+0.058,1,-0.002,+0.00,+0.000,+0.0,0,
13,0.280,-0.001,-0.023,-0.008,+0.020,+0.000,+0.008,+0.003,-0.002,+0.084,-0.004,-1.36,-0.01,-9.99,-0.001,+0.136,1,-0.001,+0.00,+0.000,+0.0,0,
14,0.281,+0.001,-0.027,+0.001,+0.021,-0.000,+0.009,-0.000,+0.001,+0.076,+0.004,-0.09,+0.00,-10.56,+0.000,+0.009,1,-0.002,+0.00,+0.000,+0.0,0,
15,0.284,+0.000,-0.030,-0.004,+0.027,-0.000,+0.010,+0.001,+0.001,+0.069,+0.013,-0.10,+0.00,-10.61,+0.000,+0.010,1,-0.002,+0.00,+0.000,+0.0,0,
16,0.283,+0.003,-0.029,+0.009,+0.026,-0.001,+0.010,-0.003,-0.002,+0.079,+0.004,-0.35,-0.00,-10.60,-0.000,+0.033,1,-0.002,+0.00,+0.000,+0.0,0,
17,0.283,+0.002,-0.030,+0.009,+0.026,-0.001,+0.010,-0.003,-0.003,+0.078,-0.002,-0.14,-0.00,-10.77,-0.000,+0.013,1,-0.001,+0.00,+0.000,+0.0,0,
18,0.284,+0.003,-0.032,+0.013,+0.028,-0.001,+0.011,-0.004,-0.006,+0.076,-0.018,-0.16,-0.00,-10.78,-0.000,+0.015,1,-0.002,+0.00,+0.000,+0.0,0,
19,0.285,-0.001,-0.032,-0.004,+0.031,+0.000,+0.011,+0.001,-0.005,+0.083,-0.028,-0.19,-0.00,-10.79,-0.000,+0.017,1,-0.002,+0.00,+0.000,+0.0,0,
20,0.286,-0.002,-0.032,-0.005,+0.032,+0.001,+0.011,+0.002,-0.004,+0.084,-0.026,-0.21,-0.00,-10.82,-0.000,+0.019,1,-0.002,+0.00,+0.000,+0.0,0,
21,0.288,-0.001,-0.033,-0.009,+0.035,+0.000,+0.011,+0.003,+0.006,+0.082,+0.014,-0.24,+0.00,-10.87,+0.000,+0.022,1,-0.001,+0.00,+0.000,+0.0,0,
22,0.288,-0.001,-0.034,-0.009,+0.037,+0.000,+0.011,+0.003,+0.004,+0.083,+0.023,-0.25,-0.00,-10.90,-0.000,+0.023,1,-0.002,+0.00,+0.000,+0.0,0,
23,0.291,-0.002,-0.034,-0.014,+0.041,+0.001,+0.011,+0.005,+0.003,+0.083,+0.023,-0.24,+0.00,-10.97,+0.000,+0.022,1,-0.002,+0.00,+0.000,+0.0,0,
24,0.291,+0.001,-0.033,-0.000,+0.042,-0.000,+0.011,+0.000,+0.005,+0.085,+0.022,-0.31,+0.00,-11.03,+0.000,+0.028,1,-0.001,+0.00,+0.000,+0.0,0,
25,0.291,-0.001,-0.025,-0.004,+0.042,+0.000,+0.008,+0.001,-0.001,+0.083,+0.017,-1.20,-0.01,-10.60,-0.001,+0.113,1,-0.001,+0.00,+0.000,+0.0,0,
26,0.291,+0.000,-0.029,-0.000,+0.042,-0.000,+0.010,+0.000,-0.001,+0.072,+0.001,-0.13,+0.00,-11.26,+0.000,+0.011,1,+0.009,+0.00,+0.011,+0.0,0,
27,0.293,+0.001,-0.029,+0.003,+0.047,-0.000,+0.010,-0.001,+0.001,+0.068,+0.000,-0.40,+0.00,-11.11,+0.000,+0.036,1,+0.022,+0.00,+0.023,+0.0,0,
28,0.296,+0.000,-0.028,+0.001,+0.052,-0.000,+0.009,-0.000,-0.002,+0.074,-0.002,-0.44,-0.00,-11.16,-0.000,+0.039,1,+0.031,+0.00,+0.033,+0.0,0,
29,0.296,-0.002,-0.027,-0.009,+0.052,+0.001,+0.009,+0.003,-0.002,+0.071,-0.005,-0.47,-0.00,-11.24,-0.000,+0.042,1,+0.010,+0.00,+0.011,+0.0,0,
30,0.296,-0.001,-0.028,-0.005,+0.052,+0.000,+0.009,+0.002,+0.001,+0.069,-0.003,-0.49,+0.00,-11.29,+0.000,+0.043,1,+0.019,+0.00,+0.021,+0.0,0,
31,0.296,-0.000,-0.027,-0.005,+0.052,+0.000,+0.009,+0.002,+0.003,+0.069,+0.021,-0.54,+0.00,-11.32,+0.000,+0.048,1,+0.011,+0.00,+0.012,+0.0,0,
32,0.300,-0.002,-0.025,-0.010,+0.059,+0.001,+0.008,+0.003,+0.001,+0.068,+0.014,-0.57,-0.00,-11.30,-0.000,+0.051,1,+0.029,+0.00,+0.031,+0.0,0,
